ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-03-17T00:00:00.000Z,2024,Platinum AWD,Ruby Flare Pearl,53795,57601,0,53795,At dealer,False,,5TDAAAB51RS040162,Toyota of Hollywood,FL
2024-02-18,2024,Limited AWD,Storm Cloud,49710,55013,0,49710,At dealer,False,Available,5TDAAAB51RS040338,Toyota of Boardman,OH
2024-03-07,2024,XLE AWD,Wind Chill Pearl,44920,47507,0,44920,At dealer,False,DealerHold,5TDAAAB51RS040484,Warrenton Toyota,VA
2024-03-01,2024,XLE AWD,Midnight Black Metallic,44920,48348,0,44920,At dealer,False,,5TDAAAB51RS040713,Tracy Toyota,CA
2024-02-28,2024,Limited AWD,Storm Cloud,49710,54511,0,49710,At dealer,False,,5TDAAAB51RS040758,Northtown Toyota,NY
2024-02-20,2024,Limited AWD,Storm Cloud,49710,55602,0,49710,At dealer,False,Available,5TDAAAB51RS040789,Ken Nelson Toyota,IL
2024-02-20,2024,Platinum AWD,Blueprint,53795,57923,0,53795,At dealer,False,,5TDAAAB51RS040792,Billion Toyota of Clinton,IA
2024-03-02,2024,Platinum AWD,Storm Cloud,53795,56132,0,53795,At dealer,False,Available,5TDAAAB51RS040968,WOW Toyota of Wallingford,CT
2024-02-29,2024,Platinum AWD,Midnight Black Metallic,53795,57732,0,53795,At dealer,False,,5TDAAAB51RS041036,Heritage Toyota,VT
2024-02-29,2024,Platinum AWD,Storm Cloud,53795,55653,0,53795,At dealer,False,,5TDAAAB51RS041117,Hartford Toyota,CT
2024-03-01,2024,Limited AWD,Celestial Silver Metallic,49710,53647,0,49710,At dealer,False,Available,5TDAAAB51RS041182,Fordham Toyota,NY
2024-02-29,2024,XLE AWD,Coastal Cream,44920,47986,0,44920,At dealer,False,,5TDAAAB51RS041358,Auburn Toyota,CA
2024-03-22,2024,Limited AWD,Blueprint,49710,53272,0,49710,At dealer,True,,5TDAAAB51RS041506,Doxon Toyota,WA
2024-03-05,2024,Limited AWD,Storm Cloud,49710,54042,0,49710,At dealer,False,Available,5TDAAAB51RS041733,Tri County Toyota,PA
2024-03-07,2024,Platinum AWD,Wind Chill Pearl,53795,59997,0,53795,At dealer,False,Available,5TDAAAB51RS041814,Toyota of Boardman,OH
2024-03-07,2024,Limited AWD,Blueprint,49710,55247,0,49710,At dealer,False,Available,5TDAAAB51RS041845,Laurel Toyota,PA
2024-03-18,2024,Platinum AWD,Wind Chill Pearl,53795,59043,0,53795,At dealer,False,,5TDAAAB51RS041859,Charles Toyota,CT
2024-03-11,2024,Platinum AWD,Celestial Silver Metallic,53795,55548,0,53795,At dealer,False,Available,5TDAAAB51RS041876,Brent Brown Toyota,UT
2024-03-04,2024,XLE AWD,Storm Cloud,44920,47836,0,44920,At dealer,False,DealerHold,5TDAAAB51RS042090,Victory Toyota,MI
2024-03-10,2024,Platinum AWD,Storm Cloud,53795,57352,1397,55192,At dealer,False,Available,5TDAAAB51RS042171,DCH Wappingers Falls Toyota,NY
2024-03-11,2024,Limited AWD,Midnight Black Metallic,49710,52367,0,49710,At dealer,False,,5TDAAAB51RS042445,Toyota Universe,NJ
2024-03-11,2024,Platinum AWD,Wind Chill Pearl,53795,56852,0,53795,At dealer,False,DealerHold,5TDAAAB51RS042476,McGee Toyota,MA
2024-03-14,2024,Platinum AWD,Midnight Black Metallic,53795,56672,0,53795,At dealer,False,Available,5TDAAAB51RS042557,Toyota of York,PA
2024-03-12,2024,Limited AWD,Wind Chill Pearl,49710,54451,0,49710,At dealer,False,,5TDAAAB51RS042753,Northtown Toyota,NY
2024-03-12,2024,Platinum AWD,Storm Cloud,53795,57352,0,53795,At dealer,False,,5TDAAAB51RS042896,Northway Toyota,NY
2024-03-13,2024,XLE AWD,Wind Chill Pearl,44920,46740,0,44920,At dealer,False,Available,5TDAAAB51RS042980,City World Toyota,NY
2024-03-22,2024,Platinum AWD,Storm Cloud,53795,56627,0,53795,At dealer,False,,5TDAAAB51RS043269,Jim Bagan Toyota,CA
2024-03-15,2024,Limited AWD,Wind Chill Pearl,49710,56286,1397,51107,At dealer,False,,5TDAAAB51RS043370,DCH Wappingers Falls Toyota,NY
2024-04-04T00:00:00.000Z,2024,Platinum AWD,Blueprint,53795,57534,0,53795,At dealer,False,Available,5TDAAAB51RS043384,Toyota of North Miami,FL
2024-03-19,2024,Platinum AWD,Blueprint,53795,55873,0,53795,At dealer,False,Available,5TDAAAB51RS043692,Centennial Toyota,NV
2024-03-27,2024,Limited AWD,Celestial Silver Metallic,49710,55436,0,49710,At dealer,False,Available,5TDAAAB51RS043725,Vancouver Toyota,WA
