ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-06-06T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,48918,0,42420,At dealer,False,Available,5TDKDRAH0RS542649,Toyota of Easley,SC
2024-06-11,2024,Limited FWD,Wind Chill Pearl,46525,50518,0,46525,Port to dealer,False,,5TDKDRAH0RS542652,Toyota of Glendora,CA
2024-06-07,2024,XLE FWD,Celestial Silver Metallic,42420,44963,0,42420,At dealer,False,,5TDKDRAH0RS542666,Manhattan Beach Toyota,CA
2024-05-30T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,48226,0,44015,At dealer,False,Available,5TDKDRAH0RS542697,Fowler Toyota of Tulsa,OK
2024-06-08T00:00:00.000Z,2024,Platinum FWD,Wind Chill Pearl,49725,52177,399,50124,At dealer,False,,5TDKDRAH0RS542716,Jim Hudson Toyota,SC
2024-06-04T00:00:00.000Z,2024,Limited FWD,Magnetic Gray Metallic,46525,48569,0,46525,At dealer,False,Available,5TDKDRAH0RS542747,North Georgia Toyota,GA
2024-05-30T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,45784,0,42420,At dealer,False,Available,5TDKDRAH0RS542750,Toyota of Richardson,TX
2024-05-30T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,46190,1895,44315,At dealer,False,Available,5TDKDRAH0RS542778,Central Toyota,AR
2024-06-04T00:00:00.000Z,2024,XSE FWD,Midnight Black Metallic,44015,49601,0,44015,Factory to port,False,Available,5TDKDRAH0RS542781,Universal Toyota,TX
2024-06-03T00:00:00.000Z,2024,XLE FWD,Magnetic Gray Metallic,42420,45898,0,42420,At dealer,False,Available,5TDKDRAH0RS542814,World Toyota,GA
2024-05-30T00:00:00.000Z,2024,Platinum FWD,Magnetic Gray Metallic,49725,52711,1495,51220,At dealer,True,DealerHold,5TDKDRAH0RS542831,Price LeBlanc Toyota,LA
2024-06-08T00:00:00.000Z,2024,XSE FWD,Magnetic Gray Metallic,44015,48175,0,44015,At dealer,False,Available,5TDKDRAH0RS542845,Toyota of Hollywood,FL
2024-06-10T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,46323,0,42420,At dealer,False,Available,5TDKDRAH0RS542859,Palmer's Airport Toyota,AL
2024-06-01T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,48226,1495,45510,Factory to port,False,Available,5TDKDRAH0RS542862,Cavender Toyota,TX
2024-05-30T00:00:00.000Z,2024,XSE FWD,Ruby Flare Pearl,44015,50226,0,44015,Port to dealer,False,Available,5TDKDRAH0RS542893,Walker Toyota,LA
2024-06-04T00:00:00.000Z,2024,Limited FWD,Celestial Silver Metallic,46525,50118,0,46525,At dealer,False,Available,5TDKDRAH0RS542909,Central Florida Toyota,FL
2024-05-30T00:00:00.000Z,2024,Limited FWD,Moon Dust,46525,51162,0,46525,Port to dealer,False,Available,5TDKDRAH0RS542926,Walker Toyota,LA
2024-06-02T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,47349,0,44015,Factory to port,False,Available,5TDKDRAH0RS542943,Toyota of Ardmore,OK
